articleTitle;articleLink
Test Driven Development: A Review;https://www.researchgate.net/profile/Muhammad-Usama-Pervez/publication/361709857_Test_Driven_Development_A_Review/links/62c0b08e0bf6950edea66fe0/Test-Driven-Development-A-Review.pdf
Timeless Skills for Modern Testers: Communication, Collaboration and Creativity;http://uploads.pnsqc.org/2019/papers/Owen%20-%20Timeless%20Skills%20for%20Modern%20Testers%20Communication,%20Collaboration%20and%20Creativity.pdf
Reinventing ITIL® in the Age of DevOps: Innovative Techniques to Make Processes <b>Agile </b>and Relevant;https://link.springer.com/content/pdf/10.1007/978-1-4842-3976-6.pdf
Hands-On Guide to AgileOps;https://link.springer.com/content/pdf/10.1007/978-1-4842-7505-4.pdf
Test first vs test last: A study of software quality in action;https://scholar.archive.org/work/a3hni7cuf5aazn3ezfq76opzfe/access/wayback/http://www.icicel.org/ell/contents/2021/6/el-15-06-03.pdf
The Art of <b>Agile </b>Product Ownership;https://link.springer.com/content/pdf/10.1007/978-1-4842-5168-3.pdf
Modern Methods of Software Development methodologies and characteristics;https://ijesms.net/wp-content/uploads/2021/11/Paper-Mahajan.pdf
Technical Analysis of Selenium and Cypress as Functional Automation Framework for Modern Web Application Testing;https://csitcp.com/paper/9/918csit03.pdf
CONTINUOUS INTEGRATION CONTINUOUS DEPLOYMENT PIPELINE USING E-COMMERCE APPLICATION;http://www.irjmets.com/uploadedfiles/paper/volume2/issue_6_june_2020/1760/1628083056.pdf
Mining Reading Patterns from Eye-tracking Data;https://findresearcher.sdu.dk/ws/files/174923688/Sosym2019.pdf
Cost benefit analysis in product configuration systems;https://www.eventhelpr.com/files/events/h7K8dUz3vdCH87URzYD4rgxa/attachments/proceedings-configuration-workshop-2018_YslTwntH.pdf#page=45
TECHNICAL ANALYSIS OF SELENIUM AND CYPRESS;https://www.researchgate.net/profile/Shahid-Ali-12/publication/338167875_Technical_Analysis_of_Selenium_and_Cypress_as_Functional_Automation_Framework_for_Modern_Web_Application_Testing/links/5f1a5768299bf1720d5fcffa/Technical-Analysis-of-Selenium-and-Cypress-as-Functional-Automation-Framework-for-Modern-Web-Application-Testing.pdf
TMMi dans le monde <b>Agile</b>;https://www.cftl.fr/wp-content/uploads/2022/06/TMMi-dans-le-monde-Agile-V1.1.pdf
The Full Stack Developer: Your Essential Guide to the Everyday Skills Expected of a Modern Full Stack Web Developer;https://link.springer.com/content/pdf/10.1007/978-1-4842-4152-3.pdf
Pedagogical Agent for Okun Language Expression Construction and Translation Using a Computer Support Collaborative Learning (Cscl) Approach in a Cloud&nbsp;…;https://www.researchgate.net/profile/Raiyetunbi-Jude-2/publication/363265268_4_Jude_Oladimeji_Paper_2_Pedagogical_agent_for_Okun_language_Translation_in_a_cloud_Environment/links/6314aaba61e4553b9565ed31/4-Jude-Oladimeji-Paper-2-Pedagogical-agent-for-Okun-language-Translation-in-a-cloud-Environment.pdf
Approach of integrating behaviour-driven development with hardware/software codesign;http://www.ijicic.org/ijicic-150325.pdf
The rise of DevQualOps and implications on software quality;https://www.researchgate.net/profile/Raluca-Dovleac/publication/370596354_The_rise_of_DevQualOps_and_implications_on_software_quality/links/6458e172809a535021595e9b/The-rise-of-DevQualOps-and-implications-on-software-quality.pdf
Hybrid Software Development Approaches in Practice;https://zlmonroe.com/CSE566/Readings/4.Hybrid_Software_Development_Approached_In_Practice.pdf
Characterising the quality of behaviour driven development specifications;https://library.oapen.org/bitstream/handle/20.500.12657/39587/1/2020_Book_AgileProcessesInSoftwareEngine.pdf#page=95
Consumer-Driven Contract Testing: A Framework and Pilot <b>Implementation</b>;https://aaltodoc.aalto.fi/bitstream/handle/123456789/116303/master_Nyman_Robin_2022.pdf?sequence=1
Copyright Notice;http://brightest-assets.s3.amazonaws.com/media/resources/Syllabus_AU-CPAT_v1.02.pdf
Towards auto-completion on software requirements statements.;https://www.researchgate.net/profile/Fabio-Petrillo/publication/353066346_Towards_auto-completion_on_software_requirements_statements/links/619bab993068c54fa5117fc3/Towards-auto-completion-on-software-requirements-statements.pdf
Comparing the gained <b>benefits </b>from product configuration systems based on maintenance efforts;https://findresearcher.sdu.dk/ws/files/160005100/paper_09.pdf
The relation between software testing, reliability and work well-being;https://www.utupub.fi/bitstream/handle/10024/147990/Nieminen_Sami_opinnayte.pdf?sequence=1
Towards an Anatomy of Software Craftsmanship;http://www.gonzalez-huerta.net/wp-content/uploads/2021/05/AnatomyOfSoftwareCrafts.pdf
Digital Transformation and Operational Agility: Love Story or Conceptual Mismatch.;https://ceur-ws.org/Vol-3031/paper_1.pdf
Automation Testing Using Cucumber and Selenium WebDriver;https://biogecko.co.nz/admin/uploads/Neha%20Mittal.pdf
Novo Hamburgo 2019;https://tconline.feevale.br/tc/files/0002_4845.pdf
Software architecture;https://arquisoft.github.io/course2021/Contents.pdf
Applying user stories as game elements and interactions in a game of games design proposal;https://www.sbgames.org/proceedings2020/ArtesDesignFull/209314.pdf
Niveles de aplicación de marcos de trabajo de automatización de pruebas de software en la industria costarricense;http://44.209.83.190/bitstream/handle/123456789/10844/REF-1661750032-2.pdf?sequence=2&isAllowed=y
Flight Software Development and Validation Workflow Management System;https://bulletin.incas.ro/files/gultureanu_kerns_henthorn_quach_kleen_vol_10_iss_1.pdf
Quality metrics of test suites in test-driven designed applications;https://www.academia.edu/download/89895093/9318ijsea01.pdf
Framework for automation of cloud-application testing using selenium (facts);https://pdfs.semanticscholar.org/b280/f73c00c6418077f20edcc346a3ba57bb8472.pdf
Teaching testing to programmers. What sticks, and what slides off? A journey from Teflon to Velcro.;https://www.qasig.org/wp-content/uploads/sites/2/2020/11/027_Teflon_to_Velcro_Sabourin_Robert_Wodzislawski_Monica_Submission_2020_08_24_Paper-002.pdf
Federal DevOps Summit;https://atarc.org/wp-content/uploads/2019/01/2018-03-01-ATARC-Federal-DevOps-Summit-White-Paper-1.pdf
Testivetoisen ohjelmistokehityksen kehittyminen;https://jyx.jyu.fi/bitstream/handle/123456789/82256/1/URN%3ANBN%3Afi%3Ajyu-202207073846.pdf
Functional safety and proof of compliance;https://link.springer.com/content/pdf/10.1007/978-3-030-86152-0.pdf
Digitales Produkt-management;https://link.springer.com/content/pdf/10.1007/978-3-658-30629-8.pdf
The IBEX Script Generator;https://accelconf.web.cern.ch/icalepcs2021/papers/tupv049.pdf
Usability Evaluation of Acceptance Testing Frameworks;https://mrabar.me/bachelor/bachelor.pdf
Tittel: K14: Digitalizing Receptionist Services;https://kompetansetorget.uia.no/content/download/156111/2447330/version/1/file/G17-Bachelor-Digitalizing-Receptionist-Services.pdf
Continuous Delivery: Application at Glintt;https://core.ac.uk/download/pdf/302872136.pdf
Lab Package: Automated Testing Using;https://core.ac.uk/download/pdf/237084885.pdf
Automating security tests for web applications in continuous integration and deployment environment;https://www.theseus.fi/bitstream/handle/10024/166541/Abdollah_Shajadi_Automated_Security_Testing.pdf
Building Digital Experience Platforms;https://link.springer.com/content/pdf/10.1007/978-1-4842-4303-9.pdf
Outsystems Logic Previewer;http://ctp.di.fct.unl.pt/~btoninho/student-theses/dias21-msc.pdf
Robin Bussenot;https://www.irit.fr/~Herve.Leblanc/These_Robin_Bussenot.pdf
Web-sovelluksen kehittäminen testivetoisesti;https://www.theseus.fi/bitstream/handle/10024/354394/Opinnaytetyo_Syvalahti_Jarmo_HTK16S1.pdf?sequence=2
A Systematic Reuse Process for Automated Acceptance Tests: Construction and Elementary Evaluation;https://bibliotekanauki.pl/articles/2060903.pdf
Test-Driven Development with React;https://link.springer.com/content/pdf/10.1007/978-1-4842-6972-5.pdf
PSP: how well it matches the skill set sought by the software industry in Latin America? A proposal to incorporate PSP into undergraduate SE education;https://www.researchgate.net/profile/Glen-Rodriguez/publication/326030250_PSP_How_well_it_matches_the_skill_set_sought_by_the_software_industry_in_Latin_America_A_proposal_to_incorporate_PSP_into_undergraduate_SE_education/links/5ff3dab845851553a01dca51/PSP-How-well-it-matches-the-skill-set-sought-by-the-software-industry-in-Latin-America-A-proposal-to-incorporate-PSP-into-undergraduate-SE-education.pdf
Mining Software Engineering Data for Software Reuse;https://link.springer.com/content/pdf/10.1007/978-3-030-30106-4.pdf
Teste baseado em modelos em projetos ágeis, uma abordagem baseada em linguagem de domínio específico;https://repositorio.pucrs.br/dspace/bitstream/10923/16450/1/000497046-Texto%2Bcompleto-0.pdf
Complete Guide to Test Automation;https://link.springer.com/content/pdf/10.1007/978-1-4842-3832-5.pdf
Improving quality and agility of safety-critical software development using domain-specific languages;https://repositorio-aberto.up.pt/bitstream/10216/133760/2/464960.pdf
Essentials of Subfile Programming and Advanced Topics in RPG IV;http://cbtcampus.com/pdfs/2018-10%20IT%20Pro%20PDF.pdf
SAFe®;https://www.academia.edu/download/61767668/SPC_doc120200113-55899-1ste6fn.pdf
Software Development Activity Cycles;https://link.springer.com/content/pdf/10.1007/978-1-4842-8239-7.pdf
Hands-On Functional Test Automation;https://link.springer.com/content/pdf/10.1007/978-1-4842-4411-1.pdf
Vaatimusmäärittely ketterässä ohjelmistokehityksessä;https://trepo.tuni.fi/bitstream/handle/10024/139566/LindvallKim.pdf?sequence=2
Software-defined Cloud Centers;https://link.springer.com/content/pdf/10.1007/978-3-319-78637-7.pdf
Testování v podmínkách agilního vývoje informačních systémů;https://is.ambis.cz/th/jz877/20210425_BP_Ivana_Pearce.pdf
Improving the software quality assurance process in academic software development with gamification and continuous feedback techniques;https://scholar.archive.org/work/p4uhljtlsfdqdp5n26wgyn53jq/access/wayback/https://repositum.tuwien.at/bitstream/20.500.12708/2062/2/Moser%20Georg%20Ernst%20-%202019%20-%20Improving%20the%20software%20quality%20assurance%20process%20in...pdf
Formalization and Detection of Host-Based Code Injection Attacks in the Context of Malware;https://core.ac.uk/download/pdf/322961795.pdf
The Salesforce Consultant's Guide;https://link.springer.com/content/pdf/10.1007/978-1-4842-7960-1.pdf
Aplicando Desenvolvimento Guiado por Testes para Auxiliar na Evolução de Arquiteturas Monolıticas para Microsserviços;http://bib.pucminas.br:8080/pergamumweb/vinculos/000099/0000996d.pdf
A behavior-driven approach for specifying and testing user requirements in interactive systems;https://www.researchgate.net/profile/Thiago-Silva-15/publication/328450669_A_Behavior-Driven_Approach_for_Specifying_and_Testing_User_Requirements_in_Interactive_Systems/links/5bcf074fa6fdcc204a015bba/A-Behavior-Driven-Approach-for-Specifying-and-Testing-User-Requirements-in-Interactive-Systems.pdf
Development and Evaluation of a Behaviour-Driven Development Testing Concept;https://www.theseus.fi/bitstream/handle/10024/793834/Togel_Tobias.pdf?sequence=2
DOWNLOAD MANAGEMENT OF MULTIMEDIA FILES;https://sist.sathyabama.ac.in/sist_naac/documents/1.3.4/b.e-cse-batchno-212.pdf
Estado del arte de PSP y la Industria del Software;https://www.redalyc.org/journal/816/81658967015/81658967015.pdf
TH NGHI M ĐÁNH GIÁ ÁP D NG MTS K THU T KI M TH Đ NÂNG CAO Đ TIN CY CHO NG D NG DI Đ NG TRONG MÔI TRƯ NG PHÁT TRI N LINH HO T;http://fit.mta.edu.vn/chuyensan/Pdf_Files/062019/13_03.pdf
Finding a suitable performance testing tool;http://jultika.oulu.fi/files/nbnfioulu-202106178497.pdf
WIND TURBINE HYDROELECTRIC POWER STATION ВІТРОТУРБІННА ГІДРОАКУМУЛЮВАЛЬНА ЕЛЕКТРОСТАНЦІЯ;https://www.researchgate.net/profile/Andrii-Davydiuk/publication/358781862_THE_PURPOSE_OF_USING_SCAP_FOR_VULNERABILITY_MANAGEMENT/links/6214fe14791f4437f1558a1b/THE-PURPOSE-OF-USING-SCAP-FOR-VULNERABILITY-MANAGEMENT.pdf#page=62
The Kitty Hawk Venture;https://link.springer.com/content/pdf/10.1007/978-1-4842-3661-1.pdf
ATDD-metodologian pilotointi: ERP-liitynnän toteutus tehdasautomaatiojärjestelmään;https://trepo.tuni.fi/bitstream/handle/10024/125028/VirtanenKalle.pdf?sequence=2
TestCafe testiautomaatiotyökalun käyttöönotto;https://www.theseus.fi/bitstream/handle/10024/263220/Testiautomaatioty%C3%B6kalun_K%C3%A4ytt%C3%B6%C3%B6notto_Partanen.pdf?sequence=2
The present work was submitted to Learning Technologies Research Group Diese Arbeit wurde vorgelegt am Lehr-und Forschungsgebiet Informatik 9;http://publications.rwth-aachen.de/record/853504/files/853504.pdf
